"","class","SOD1_N","APP_N","pPKCG_N","pERK_N","pCAMKII_N","CaNA_N","Tau_N","pP70S6_N","pNUMB_N","BRAF_N","Ubiquitin_N","AKT_N","S6_N","AcetylH3K9_N"
"871","t-CS-s",0.323308271,0.503668811,2.75404157,0.58537911,2.936588459,1.568954141,0.334268118,0.305824803,0.359181085,0.393785669,1.127790608,0.715916297,0.8226108,0.5186957
"873","t-CS-s",0.319437115,0.474670185,2.644185919,0.592348285,2.841600704,1.591999122,0.329967623,0.291468777,0.343271768,0.411081794,1.227130549,0.684960422,0.80738627,0.518685178
"874","t-CS-s",0.28272429,0.431383641,2.817914936,0.473696119,2.596560697,1.518545038,0.280681655,0.405588868,0.316891051,0.333069352,1.128240011,0.604027605,0.719246742,0.519547472
"878","t-CS-s",0.283198729,0.418509202,2.630346144,0.480868529,2.260293923,1.38657066,0.239784853,0.349927181,0.305309149,0.347808818,1.187212631,0.566132663,0.635985079,0.47054741
"880","t-CS-s",0.293803419,0.405626781,2.366197183,0.425035613,1.997685185,1.161105092,0.182665222,0.542022792,0.311787749,0.32781339,0.978006501,0.510327635,0.478006501,0.384290358
"881","t-CS-s",0.278769666,0.403924342,2.404227783,0.424783454,1.976312533,1.123597929,0.20340811,0.55082199,0.305639031,0.302457133,0.991048318,0.502209652,0.46624245,0.376617774
"884","t-CS-s",0.269268293,0.376,2.111933669,0.465170732,1.787121951,1.070772875,0.193514954,0.443121951,0.299902439,0.309853659,1.069736452,0.556878049,0.436778206,0.370002961
"885","t-CS-s",0.277506351,0.376587844,2.117320114,0.455735783,1.755911667,1.081718492,0.201291873,0.462184874,0.297049052,0.293335939,1.049121226,0.536447137,0.42571729,0.374793451
"887","t-CS-s",0.311356404,0.457736675,0.925415533,1.381762132,1.853023071,1.554366878,0.239286794,0.153142403,0.364359586,0.806682578,1.131278332,0.712112172,0.667029314,0.09851919
"892","t-CS-s",0.29468599,0.384219002,1.013377216,1.14041868,2.187117552,1.621297378,0.262979085,0.151046699,0.345088567,0.688083736,1.144070496,0.611111111,0.623951587,0.093746682
"896","t-CS-s",0.286963596,0.392719138,0.954336043,1.068741102,2.130567419,1.576693767,0.245528455,0.179581045,0.327435428,0.731950376,1.15704607,0.576977832,0.600271003,0.089295393
"900","t-CS-s",0.285905442,0.368198037,0.950225428,1.006021409,1.875557538,1.524797115,0.238232642,0.146743979,0.329170384,0.664585192,1.209558161,0.558206958,0.595130748,0.081334536
"902","t-CS-s",0.307861353,0.485565878,0.819144315,1.014284287,1.81000899,1.526495819,0.248018243,0.152532215,0.418839277,0.505643792,1.115321968,0.786934372,0.624552069,0.091378
"903","t-CS-s",0.306008247,0.482721382,0.759090909,0.981739643,1.780286668,1.531818182,0.266017316,0.141763204,0.424602395,0.482525034,1.172348485,0.80188494,0.637391775,0.086093074
"909","t-CS-s",0.292850147,0.43813255,0.766733223,0.76330395,1.913973229,1.384408369,0.222154701,0.154587006,0.386712373,0.369572315,1.09801198,0.665850473,0.551176317,0.07300981
"912","t-CS-s",0.279484821,0.390616375,0.71000559,0.640478381,1.587672493,0.944997205,0.138177753,0.169273229,0.386936523,0.384728611,0.976634992,0.577920883,0.436892119,0.064728899
"914","t-CS-s",0.278504673,0.390420561,0.684798131,0.622196262,1.402336449,1.227963131,0.186291055,0.189953271,0.382009346,0.369626168,1.058938076,0.571495327,0.532130339,0.066857069
"920","t-CS-s",0.364374403,0.506303725,2.131562974,0.669054441,2.395797517,1.803945372,0.234243804,0.208022923,0.382043935,0.400859599,1.193576125,0.767526266,0.5251391,0.106474456
"921","t-CS-s",0.35154793,0.511003357,2.080027528,0.642577396,2.330380455,1.814629111,0.228088286,0.201883626,0.384464752,0.382786274,1.137000442,0.744311824,0.49304429,0.103622868
"922","t-CS-s",0.35302391,0.490857947,2.198800518,0.574425692,2.244842944,1.887071492,0.217065358,0.228199719,0.380215659,0.353375527,1.298098548,0.695733708,0.481087712,0.10243304
"923","t-CS-s",0.358267717,0.488188976,2.156958797,0.58577905,2.31567645,1.898000268,0.204133673,0.244333095,0.364829396,0.359580052,1.259294054,0.708780721,0.479600054,0.10501946
"925","t-CS-s",0.319545949,0.444254393,2.022421949,0.531488104,2.066552636,1.919583728,0.187322611,0.271652931,0.349090344,0.367905458,1.404541154,0.625719173,0.489403974,0.100756859
"926","t-CS-s",0.322838421,0.459964839,2.053606329,0.547227106,2.140163017,1.905909725,0.191530945,0.262266262,0.354482979,0.377976666,1.27780363,0.647434873,0.477431363,0.099953467
"928","t-CS-s",0.316102704,0.41982656,2.014671362,0.535283115,1.778949158,1.805516432,0.179577465,0.218840333,0.343649039,0.349090291,1.245657277,0.625233804,0.475586854,0.094014085
"929","t-CS-s",0.303994467,0.417257479,2.017631365,0.538128999,1.855438354,1.783783784,0.17666164,0.249351548,0.333736815,0.371433512,1.251014963,0.671104963,0.465723234,0.096508526
"930","t-CS-s",0.325883862,0.460707089,1.966621098,0.588752519,1.927825609,1.778195489,0.164957849,0.241252977,0.348965012,0.388532698,1.228639781,0.724674849,0.459899749,0.083845979
"936","t-CS-s",0.326116881,0.499812289,2.186394271,0.599674634,2.626705043,1.723392306,0.221005336,0.31472907,0.342510324,0.415091978,1.201207526,0.653109748,0.588879528,0.303566414
"937","t-CS-s",0.297622676,0.454434624,2.210713942,0.53505029,2.346693081,1.741015512,0.2162058,0.358427309,0.309661689,0.368332825,1.32671741,0.568729046,0.559687831,0.286251084
"938","t-CS-s",0.320102433,0.476152369,2.102639575,0.559058899,2.440941101,1.693505507,0.206228637,0.3618758,0.342189501,0.406049936,1.216483099,0.594110115,0.538739081,0.279718952
"939","t-CS-s",0.304012589,0.489063729,2.147194719,0.55436664,2.44563336,1.666760962,0.187930222,0.356726987,0.326829268,0.391030685,1.203017445,0.582533438,0.52758133,0.273455917
"940","t-CS-s",0.30351682,0.441743119,2.101191192,0.491896024,2.549541284,1.625195524,0.171940801,0.331192661,0.316666667,0.361314985,1.153892432,0.574923547,0.514859824,0.257730718
"943","t-CS-s",0.305632502,0.438781163,2.045874338,0.539242844,2.213850416,1.611657835,0.178501136,0.295475531,0.311726685,0.361588181,1.311733535,0.581163435,0.518697956,0.248750946
"944","t-CS-s",0.299870106,0.435145667,2.128058222,0.539803303,2.291705326,1.688138743,0.173273459,0.312859529,0.302839117,0.389497124,1.203933106,0.587678605,0.52725302,0.25209043
"945","t-CS-s",0.284520418,0.470465337,2.160518599,0.520607787,2.332003799,1.614755363,0.177496527,0.327255461,0.32022792,0.397910731,1.346041056,0.614814815,0.527087514,0.257138447
"946","t-SC-s",1.529854169,0.441896726,2.171127332,0.292671742,3.234522608,1.32255822,0.287104623,0.484637256,0.306796295,0.216729341,1.147781254,0.770797028,0.758313058,0.408874986
"947","t-SC-s",1.51385157,0.428796442,2.164451733,0.287593811,3.31909571,1.237459707,0.27591472,0.48614843,0.307606782,0.229593255,1.182774416,0.77059205,0.741672793,0.394503195
"948","t-SC-s",1.610521189,0.461178763,2.192569625,0.297028738,3.476863127,1.213941642,0.280770721,0.51105699,0.31962981,0.227861666,1.110791208,0.80857282,0.737223852,0.372072421
"949","t-SC-s",1.239681,0.392606962,2.297259155,0.271042138,2.903976722,1.264948377,0.286637451,0.467830585,0.291841793,0.206595538,1.216965015,0.732083199,0.674218228,0.376513407
"950","t-SC-s",1.27948919,0.416153243,2.252814225,0.282961801,3.049848773,1.221194522,0.280490428,0.483925171,0.290579142,0.217878347,1.160751416,0.744819088,0.687603069,0.373843837
"952","t-SC-s",0.981900452,0.339723744,2.365382759,0.237318409,2.293641343,1.256395405,0.280625543,0.430221481,0.242557752,0.198975947,1.181581234,0.616337223,0.609518293,0.333140265
"957","t-SC-s",0.989576213,0.416097061,2.330089021,0.27050581,2.475734792,1.139347181,0.266824926,0.508031442,0.276999316,0.235987697,1.124035608,0.701298701,0.532937685,0.327596439
"958","t-SC-s",0.781948882,0.321246006,2.27816687,0.223642173,1.919488818,1.142204629,0.24954324,0.444408946,0.247124601,0.204952077,1.174634592,0.577316294,0.491626066,0.30816078
"961","t-SC-s",0.709509293,0.436031075,2.287599685,0.386665355,3.622971777,1.249017185,0.301302932,0.583341528,0.361884158,0.279870194,1.266033921,0.741174157,0.72542963,0.306357408
"965","t-SC-s",0.586206897,0.388684299,2.307253812,0.335453632,2.980136146,1.245190252,0.318155907,0.515679054,0.315701373,0.240598148,1.130468861,0.628166499,0.671084509,0.30155337
"967","t-SC-s",0.541480949,0.376419842,2.245026372,0.320488857,2.685406183,1.199037661,0.294531322,0.531416247,0.321926671,0.243421999,1.123068382,0.596117901,0.577033404,0.266308874
"969","t-SC-s",0.467448756,0.337759443,2.375491795,0.29779554,2.442696919,1.20285961,0.306112657,0.473249968,0.295088307,0.21980147,1.117071298,0.550341627,0.605220228,0.286728721
"970","t-SC-s",0.477572559,0.32866095,2.238451643,0.295844327,2.254287599,1.117062332,0.284645071,0.515996042,0.309201847,0.222790237,1.140217518,0.526055409,0.548590808,0.250847854
"971","t-SC-s",0.427586207,0.321992337,2.242614039,0.27816092,2.06835249,1.115575514,0.292838572,0.473716475,0.281072797,0.205670498,1.14121957,0.481685824,0.553178918,0.269085323
"973","t-SC-s",0.397649186,0.299095841,2.07926742,0.281555154,1.706690778,1.006295607,0.250107311,0.5,0.286256781,0.210307414,1.080984404,0.476491863,0.49420518,0.230791243
"974","t-SC-s",0.384752723,0.298339582,2.107486708,0.254954472,1.65738261,0.999856301,0.267136083,0.494018925,0.275843599,0.209783967,1.081477224,0.448491341,0.496623078,0.242419888
"975","t-SC-s",0.384147401,0.287502173,2.17357002,0.250130367,1.654962628,1.071612805,0.277044455,0.470710933,0.292543021,0.193985747,1.150811713,0.444811403,0.496434532,0.24032772
"976","t-SC-s",0.842881171,0.52686257,2.405456443,0.556248145,4.195310181,1.435869403,0.302638772,0.541802711,0.406352033,0.373602454,1.215176664,0.831403977,0.696069175,0.273666948
"977","t-SC-s",0.807429223,0.491354741,2.37593985,0.531730952,4.080562417,1.437192982,0.330025063,0.521090633,0.397206916,0.352745582,1.192230576,0.780733422,0.707218045,0.274837093
"981","t-SC-s",0.710516805,0.478135164,2.530262029,0.513070714,3.792193712,1.553758828,0.330473236,0.505481267,0.391880496,0.357065414,1.213715266,0.743163474,0.649264075,0.276813412
"982","t-SC-s",0.662037759,0.451552504,2.648433531,0.498829771,3.469496021,1.481033023,0.296359018,0.525511,0.365111562,0.364799501,1.087044877,0.693087845,0.566045724,0.242337003
"984","t-SC-s",0.620296807,0.440713536,2.597873836,0.476240444,3.384350172,1.516605166,0.322263223,0.499625244,0.377004947,0.350771998,1.154190828,0.678459002,0.580477948,0.264804077
"986","t-SC-s",0.568686157,0.410003522,2.55056444,0.432370553,2.948221205,1.543273754,0.291862653,0.456674886,0.346953153,0.350123283,1.213193791,0.607079958,0.549035748,0.255997178
"988","t-SC-s",0.792594811606634,0.441188018332976,2.659533929,0.363917909030968,4.08923478142002,1.443353364,0.288436172,0.553927839269761,0.349315973691165,0.284862633337504,1.214421809,0.704515206071417,0.52366994,0.236699399
"990","t-SC-s",0.75912508915199,0.443246191701412,2.640736342,0.373209535609281,4.17047987290228,1.495249406,0.300326603,0.554625590268807,0.353521658977059,0.291416859061291,1.276276722,0.703679426412557,0.526425178,0.241983373
"991","t-SC-s",0.79473506,0.499576773,2.639985691,0.481293381,5.415185373,1.380807584,0.279077047,0.430082952,0.396394109,0.306670052,1.414300407,0.831301845,0.439118186,0.263381478
"993","t-SC-s",0.805926687,0.495803357,2.56889865,0.474563207,5.483384721,1.486846409,0.284846502,0.43705036,0.406046591,0.308324769,1.572076071,0.835474478,0.468716415,0.279986916
"994","t-SC-s",0.70523416,0.459631278,2.636904762,0.44829413,5.919156601,1.415134371,0.248762376,0.416083916,0.379317652,0.298050434,1.386492221,0.759694851,0.365452617,0.258074022
"995","t-SC-s",0.695165341,0.460652993,2.56640508,0.441607367,5.732105483,1.448511352,0.252321332,0.399853495,0.389179573,0.302951026,1.453243875,0.743930515,0.387647517,0.255616127
"997","t-SC-s",0.6066313,0.431167109,2.635819485,0.420026525,5.382891247,1.324328582,0.233598488,0.391909814,0.35265252,0.331830239,1.399306923,0.711671088,0.353390565,0.22903048
"1000","t-SC-s",0.635169708,0.480982432,2.465543489,0.448746376,5.645062255,1.209073379,0.204912209,0.462561828,0.380692478,0.338222753,1.471125546,0.721473648,0.278595352,0.196691363
"1004","t-SC-s",0.606814381,0.456730769,2.363924452,0.464464883,5.220735786,1.251869692,0.179743947,0.442934783,0.383779264,0.349707358,1.416909621,0.703177258,0.290657878,0.192039549
"1006","t-SC-s",0.673419601,0.501272804,1.998665314,0.457361052,6.193996606,1.169665261,0.182585019,0.590369113,0.411009758,0.315655494,1.340985532,0.795714892,0.484170626,0.215204741
"1007","t-SC-s",0.681927186,0.514606497,1.965300369,0.464028777,6.315456726,1.215300369,0.183311646,0.595705254,0.411052976,0.306300414,1.269193234,0.803575322,0.541422685,0.219041423
"1008","t-SC-s",0.674886437,0.494159637,1.999171637,0.451871079,6.263681592,1.282803181,0.192898167,0.565758166,0.406986805,0.302833658,1.278440468,0.791910015,0.551358516,0.227137177
"1011","t-SC-s",0.552877044,0.426529376,2.040408461,0.394791036,5.152150212,1.206126915,0.199708242,0.513385827,0.364264082,0.267110842,1.267031364,0.650514839,0.498978848,0.218380744
"1012","t-SC-s",0.589267286,0.49380805,2.195703023,0.428448572,5.274165807,1.06887291,0.163129169,0.596319229,0.403336773,0.300997592,1.285281123,0.705882353,0.393571862,0.184094256
"1013","t-SC-s",0.568684121,0.503400204,2.119979179,0.419075145,5.207072424,1.135594691,0.171944131,0.561543693,0.396803808,0.299727984,1.299210549,0.677320639,0.416673896,0.189815216
"1017","t-SC-s",0.507127922,0.417791294,2.268034748,0.386238358,4.439840335,1.107893743,0.177388896,0.583729329,0.370461889,0.327694355,1.205212136,0.581068238,0.427923958,0.190230392
"1018","t-SC-s",0.540679953,0.461899179,2.198506348,0.421805393,4.28862837,0.933980583,0.149066468,0.6,0.397655334,0.305978898,1.263928305,0.630011723,0.32442121,0.172218073
"1020","t-SC-s",0.52293578,0.414764242,2.128824969,0.355451248,3.969916791,1.040544676,0.158506732,0.51418818,0.36462556,0.27565607,1.197827417,0.531896736,0.386321909,0.167227662
"1021","t-SC-s",0.681157433,0.590647285,1.841232227,0.398930335,7.464070214,0.940527107,0.21384811,0.942402633,0.497668678,0.300054855,1.307074327,0.874382885,0.316437406,0.372962663
"1024","t-SC-s",0.599744654,0.528247686,1.943526866,0.371209703,6.335142036,0.85712225,0.236855391,0.884934568,0.460740504,0.307851899,1.252939055,0.787264603,0.290010819,0.387234043
"1025","t-SC-s",0.549310396,0.482277918,1.863223651,0.339908053,5.803499926,0.957071257,0.236434953,0.754708587,0.420287706,0.307133323,1.231713518,0.697167433,0.354979298,0.382944723
"1028","t-SC-s",0.543700341,0.481082104,1.929230485,0.33579266,5.337306092,0.882450637,0.203266285,0.750851305,0.426787741,0.274877034,1.152611183,0.679341657,0.306237313,0.364089315
"1029","t-SC-s",0.553634505,0.479828964,1.88896062,0.323852017,5.330916527,0.881029235,0.205478189,0.686187024,0.419966537,0.273470905,1.099603431,0.68246886,0.358941252,0.373051738
"1039","t-SC-s",0.516232962,0.516728625,2.519636184,0.432465923,6.860346964,1.126489459,0.221391807,0.656505576,0.439281289,0.324039653,1.601494747,0.827881041,0.458083621,0.240146654
"1040","t-SC-s",0.547697368,0.535804656,2.527353065,0.446356275,6.951163968,1.171693085,0.214756628,0.663081984,0.440409919,0.339954453,1.507504559,0.861715587,0.4426287,0.233973909
"1042","t-SC-s",0.548018914,0.535300832,2.637882757,0.426707973,6.381705527,1.175503568,0.210821064,0.694929072,0.425403555,0.345997065,1.410261042,0.772541986,0.413332129,0.231234757
"1043","t-SC-s",0.548540394,0.545655126,2.652692414,0.456720978,6.666327223,1.196037061,0.217227777,0.714019009,0.454005431,0.365241005,1.428492799,0.816191446,0.424089533,0.228878085
"1044","t-SC-s",0.54265326,0.538274408,2.671486304,0.447778138,6.449237755,1.155904805,0.202424787,0.751216348,0.467564061,0.349172884,1.471306691,0.80343821,0.40610687,0.22038617
"1046","t-SC-s",0.52124183,0.522875817,2.758649891,0.436070261,6.219566993,1.141422695,0.211952577,0.733251634,0.450571895,0.369281046,1.553472054,0.775326797,0.380837164,0.203968062
"1047","t-SC-s",0.533825584,0.526441828,2.767659779,0.445819198,6.307723009,1.104757328,0.186448823,0.770504889,0.469966075,0.364398324,1.519221528,0.785471962,0.375300336,0.200144161
"1049","t-SC-s",0.539035306,0.485082049,2.820141621,0.419691696,6.023371457,1.136585366,0.19779701,0.772501243,0.434112382,0.430631527,1.517387884,0.807309796,0.382218725,0.194649882
"1050","t-SC-s",0.53685742,0.51042677,2.899563319,0.443986421,6.085354025,1.085620711,0.173580786,0.822259942,0.472841901,0.382638215,1.553337492,0.839476237,0.350436681,0.184341859
"1051","t-SC-s",0.938189845,0.441241397,2.538645418,0.258018439,3.709518244,1.344585295,0.339224919,0.697312037,0.303596935,0.239449422,1.309090909,0.684846124,0.631437885,0.623180007
"1052","t-SC-s",0.947326628,0.45791424,2.516049917,0.286394918,3.807834833,1.372285941,0.331313568,0.680121758,0.326098465,0.249470619,1.249008151,0.6776072,0.63629806,0.613864243
"1053","t-SC-s",0.941308362,0.453706146,2.548822037,0.261936165,3.761936165,1.314824212,0.335846321,0.676074914,0.312978106,0.245185967,1.267923161,0.680427328,0.626821312,0.610583545
"1054","t-SC-s",0.873956078,0.40303124,2.762106072,0.239096814,3.479585524,1.429285165,0.335991545,0.687132694,0.311011444,0.244045778,1.316775557,0.620321683,0.602036895,0.598193697
"1056","t-SC-s",0.881243063,0.414935786,2.697696286,0.249088315,3.551609323,1.332487071,0.330700517,0.673061678,0.305850642,0.247661329,1.245039962,0.650388457,0.579313587,0.580912083
"1063","t-SC-s",0.689545935,0.332893347,2.960859093,0.149155227,2.675554382,1.308912084,0.339622642,0.697465681,0.28405491,0.290654699,1.346045765,0.610084477,0.485547973,0.5941389
"1068","t-SC-s",1.31427931,0.480833894,2.258451798,0.348240305,3.748598969,1.257854498,0.385497551,0.576776508,0.349585295,0.270455055,1.294469,0.778973324,0.73545574,0.585055549
"1070","t-SC-s",1.107490145,0.455453351,2.410183984,0.329434954,3.29934297,1.390945874,0.398351019,0.558212878,0.313797635,0.258869908,1.189480113,0.710512484,0.692113902,0.58416673
"1071","t-SC-s",1.138072003,0.451272583,2.346156703,0.333245417,3.326519847,1.335982176,0.388191608,0.559409205,0.331531056,0.262297244,1.237059042,0.717789793,0.648867434,0.556182696
"1074","t-SC-s",0.969247412,0.401947149,2.479098754,0.299490032,2.946067068,1.297315436,0.381495686,0.541029207,0.289908824,0.271055478,1.235474593,0.647967857,0.603068073,0.53135187
"1075","t-SC-s",0.721306278,0.334178821,2.636755205,0.238585923,2.184051997,1.420244078,0.387652548,0.46829423,0.249207356,0.230500951,1.27666906,0.553741281,0.689590811,0.565398421
"1077","t-SC-s",0.854257642,0.360989811,2.593227367,0.270378457,2.512736536,1.364478231,0.402073255,0.518377001,0.275836972,0.252001456,1.254872149,0.645196507,0.632066344,0.546648238
"1080","t-SC-s",0.78682688,0.402981753,2.6549258,0.276145972,2.361815754,1.370999464,0.393170034,0.546728972,0.281486426,0.311971518,1.267119614,0.629506008,0.63168246,0.535311997
